account_amount,duration,credit_history,credit_purpose,credit_amount,savings_amount,employment_length,installment_rate,other_debtors,residence_length,property,age,installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_score,person_id,sex,personal_status
A12,48,A32,A43,10961,A64,A74,1,A102,2,A124,27,A141,A152,2,A173,1,A192,A201,0,226,male,single
A11,12,A32,A42,7865,A61,A75,4,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,0,227,male,single
A14,9,A32,A43,1478,A61,A74,4,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,0,228,male,single
A11,24,A32,A42,3149,A61,A72,4,A101,1,A124,22,A141,A153,1,A173,1,A191,A201,1,229,male,single
A13,36,A32,A43,4210,A61,A73,4,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,0,230,male,single
A14,9,A32,A40,2507,A63,A75,2,A101,4,A124,51,A143,A153,1,A172,1,A191,A201,1,231,male,single
A14,12,A32,A43,2141,A62,A74,3,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,1,232,male,single
A12,18,A32,A43,866,A61,A73,4,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,1,233,male,married/previously_married
A14,4,A34,A43,1544,A61,A74,2,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1,234,male,single
A11,24,A32,A43,1823,A61,A71,4,A101,2,A123,30,A142,A152,1,A174,2,A191,A201,0,235,male,single
A12,6,A32,A40,14555,A65,A71,1,A101,2,A122,23,A143,A152,1,A171,1,A192,A201,0,236,male,single
A12,21,A32,A49,2767,A62,A75,4,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,0,237,male,married/previously_married
A14,12,A34,A43,1291,A61,A73,4,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,1,238,female,married/previously_married
A11,30,A32,A43,2522,A61,A75,1,A103,3,A122,39,A143,A152,1,A173,2,A191,A201,1,239,male,single
A11,24,A32,A40,915,A65,A75,4,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,0,240,female,married/previously_married
A14,6,A32,A43,1595,A61,A74,3,A101,2,A122,51,A143,A152,1,A173,2,A191,A201,1,241,male,single
A11,48,A30,A41,4605,A61,A75,3,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,0,242,male,single
A14,12,A34,A49,1185,A61,A73,3,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,243,female,married/previously_married
A14,12,A31,A48,3447,A63,A73,4,A101,3,A121,35,A143,A152,1,A172,2,A191,A201,1,244,female,married/previously_married
A14,24,A32,A49,1258,A61,A74,4,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,1,245,male,single
A14,12,A34,A43,717,A61,A75,4,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,1,246,male,single
A14,6,A30,A40,1204,A62,A73,4,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,1,247,male,single
A13,24,A32,A42,1925,A61,A73,2,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,248,male,single
A14,18,A32,A43,433,A61,A71,3,A102,4,A121,22,A143,A151,1,A173,1,A191,A201,0,249,female,married/previously_married
A11,6,A34,A40,666,A64,A74,3,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,1,250,female,married/previously_married
A13,12,A32,A42,2251,A61,A73,1,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,1,251,female,married/previously_married
A12,30,A32,A40,2150,A61,A73,4,A103,2,A124,24,A141,A152,1,A173,1,A191,A201,0,252,female,married/previously_married
A14,24,A33,A42,4151,A62,A73,2,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1,253,male,single
A12,9,A32,A42,2030,A65,A74,2,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,1,254,male,single
A12,60,A33,A43,7418,A65,A73,1,A101,1,A121,27,A143,A152,1,A172,1,A191,A201,1,255,male,single
A14,24,A34,A43,2684,A61,A73,4,A101,2,A121,35,A143,A152,2,A172,1,A191,A201,1,256,male,single
A11,12,A31,A43,2149,A61,A73,4,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,0,257,male,married/previously_married
A14,15,A32,A41,3812,A62,A72,1,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,1,258,female,married/previously_married
A14,11,A34,A43,1154,A62,A71,4,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,1,259,female,married/previously_married
A11,12,A32,A42,1657,A61,A73,2,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,1,260,male,single
A11,24,A32,A43,1603,A61,A75,4,A101,4,A123,55,A143,A152,1,A173,1,A191,A201,1,261,female,married/previously_married
A11,18,A34,A40,5302,A61,A75,2,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1,262,male,single
A14,12,A34,A46,2748,A61,A75,2,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,1,263,female,married/previously_married
A14,10,A34,A40,1231,A61,A75,3,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,1,264,male,single
A12,15,A32,A43,802,A61,A75,4,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,0,265,male,single
A14,36,A34,A49,6304,A65,A75,4,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,266,male,single
A14,24,A32,A43,1533,A61,A72,4,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,1,267,female,married/previously_married
A11,14,A32,A40,8978,A61,A75,1,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,0,268,male,married/previously_married
A14,24,A32,A43,999,A65,A75,4,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,269,male,single
A14,18,A32,A40,2662,A65,A74,4,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,1,270,male,single
A14,12,A34,A42,1402,A63,A74,3,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,1,271,female,married/previously_married
A12,48,A31,A40,12169,A65,A71,4,A102,4,A124,36,A143,A153,1,A174,1,A192,A201,1,272,male,single
A12,48,A32,A43,3060,A61,A74,4,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,0,273,male,single
A11,30,A32,A45,11998,A61,A72,1,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,0,274,male,married/previously_married
A14,9,A32,A43,2697,A61,A73,1,A101,2,A121,32,A143,A152,1,A173,2,A191,A201,1,275,male,single
A14,18,A34,A43,2404,A61,A73,2,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,1,276,female,married/previously_married
A11,12,A32,A42,1262,A65,A75,2,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,1,277,male,married/previously_married
A14,6,A32,A42,4611,A61,A72,1,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,0,278,female,married/previously_married
A14,24,A32,A43,1901,A62,A73,4,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,1,279,male,single
A14,15,A34,A41,3368,A64,A75,3,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,1,280,male,single
A14,12,A32,A42,1574,A61,A73,4,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,1,281,male,single
A13,18,A31,A43,1445,A65,A74,4,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,1,282,male,single
A14,15,A34,A42,1520,A65,A75,4,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,1,283,male,single
A12,24,A34,A40,3878,A62,A72,4,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1,284,male,married/previously_married
A11,47,A32,A40,10722,A61,A72,1,A101,1,A121,35,A143,A152,1,A172,1,A192,A201,1,285,female,married/previously_married
A11,48,A32,A41,4788,A61,A74,4,A101,3,A122,26,A143,A152,1,A173,2,A191,A201,1,286,male,single
A12,48,A33,A410,7582,A62,A71,2,A101,4,A124,31,A143,A153,1,A174,1,A192,A201,1,287,male,single
A12,12,A32,A43,1092,A61,A73,4,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,1,288,female,married/previously_married
A11,24,A33,A43,1024,A61,A72,4,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,0,289,male,married/previously_married
A14,12,A32,A49,1076,A61,A73,2,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,1,290,male,married/previously_married
A12,36,A32,A41,9398,A61,A72,1,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,0,291,male,married/previously_married
A11,24,A34,A41,6419,A61,A75,2,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,1,292,female,married/previously_married
A13,42,A34,A41,4796,A61,A75,4,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,1,293,male,single
A14,48,A34,A49,7629,A65,A75,4,A101,2,A123,46,A141,A152,2,A174,2,A191,A201,1,294,male,married/previously_married
A12,48,A32,A42,9960,A61,A72,1,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,0,295,female,married/previously_married
A14,12,A32,A41,4675,A65,A72,1,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1,296,female,married/previously_married
A14,10,A32,A40,1287,A65,A75,4,A102,2,A122,45,A143,A152,1,A172,1,A191,A202,1,297,male,single
A14,18,A32,A42,2515,A61,A73,3,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,1,298,male,single
A12,21,A34,A42,2745,A64,A74,3,A101,2,A123,32,A143,A152,2,A173,1,A192,A201,1,299,male,single
A14,6,A32,A40,672,A61,A71,1,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,1,300,female,married/previously_married
A12,36,A30,A43,3804,A61,A73,4,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,0,301,female,married/previously_married
A13,24,A34,A40,1344,A65,A74,4,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,0,302,male,single
A11,10,A34,A40,1038,A61,A74,4,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,1,303,male,single
A14,48,A34,A40,10127,A63,A73,2,A101,2,A124,44,A141,A153,1,A173,1,A191,A201,0,304,male,single
A14,6,A32,A42,1543,A64,A73,4,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,1,305,male,married/previously_married
A14,30,A32,A41,4811,A65,A74,2,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,1,306,female,married/previously_married
A11,12,A32,A43,727,A62,A72,4,A101,3,A124,33,A143,A152,1,A172,1,A192,A201,0,307,male,married/previously_married
A12,8,A32,A42,1237,A61,A73,3,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,0,308,female,married/previously_married
A12,9,A32,A40,276,A61,A73,4,A101,4,A121,22,A143,A151,1,A172,1,A191,A201,1,309,male,married/previously_married
A12,48,A32,A410,5381,A65,A71,3,A101,4,A124,40,A141,A153,1,A171,1,A192,A201,1,310,male,single
A14,24,A32,A42,5511,A62,A73,4,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,1,311,male,single
A13,24,A32,A42,3749,A61,A72,2,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,1,312,female,married/previously_married
A12,12,A32,A40,685,A61,A74,2,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,0,313,male,married/previously_married
A13,4,A32,A40,1494,A65,A72,1,A101,2,A121,29,A143,A152,1,A172,2,A191,A202,1,314,male,single
A11,36,A31,A42,2746,A61,A75,4,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,0,315,male,single
A11,12,A32,A42,708,A61,A73,2,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,1,316,male,single
A12,24,A32,A42,4351,A65,A73,1,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,1,317,female,married/previously_married
A14,12,A34,A46,701,A61,A73,4,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,1,318,male,single
A11,15,A33,A42,3643,A61,A75,1,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,1,319,female,married/previously_married
A12,30,A34,A40,4249,A61,A71,4,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,0,320,male,married/previously_married
A11,24,A32,A43,1938,A61,A72,4,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,0,321,male,married/previously_married
A11,24,A32,A41,2910,A61,A74,2,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,1,322,male,single
A11,18,A32,A42,2659,A64,A73,4,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,323,male,single
A14,18,A34,A40,1028,A61,A73,4,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,1,324,female,married/previously_married
A11,8,A34,A40,3398,A61,A74,1,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,1,325,male,single
A14,12,A34,A42,5801,A65,A75,2,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,1,326,male,single
A14,24,A32,A40,1525,A64,A74,4,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,1,327,female,married/previously_married
A13,36,A32,A43,4473,A61,A75,4,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,1,328,male,single
A12,6,A32,A43,1068,A61,A75,4,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,1,329,male,single
A11,24,A34,A41,6615,A61,A71,2,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,1,330,male,single
A14,18,A34,A46,1864,A62,A73,4,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,0,331,female,married/previously_married
A12,60,A32,A40,7408,A62,A72,4,A101,2,A122,24,A143,A152,1,A174,1,A191,A201,0,332,female,married/previously_married
A14,48,A34,A41,11590,A62,A73,2,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,0,333,female,married/previously_married
A11,24,A30,A42,4110,A61,A75,3,A101,4,A124,23,A141,A151,2,A173,2,A191,A201,0,334,male,single
A11,6,A34,A42,3384,A61,A73,1,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,0,335,male,married/previously_married
A12,13,A32,A43,2101,A61,A72,2,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,1,336,female,married/previously_married
A11,15,A32,A44,1275,A65,A73,4,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,0,337,female,married/previously_married
A11,24,A32,A42,4169,A61,A73,4,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,1,338,male,single
A12,10,A32,A42,1521,A61,A73,4,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,1,339,male,married/previously_married
A12,24,A34,A46,5743,A61,A72,2,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,1,340,female,married/previously_married
A11,21,A32,A42,3599,A61,A74,1,A101,4,A123,26,A143,A151,1,A172,1,A191,A201,1,341,female,married/previously_married
A12,18,A32,A43,3213,A63,A72,1,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,1,342,male,married/previously_married
A12,18,A32,A49,4439,A61,A75,1,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,1,343,male,single
A13,10,A32,A40,3949,A61,A72,1,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,1,344,male,single
A14,15,A34,A43,1459,A61,A73,4,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,1,345,female,married/previously_married
A12,13,A34,A43,882,A61,A72,4,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,1,346,male,single
A12,24,A32,A43,3758,A63,A71,1,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,1,347,female,married/previously_married
A14,6,A33,A49,1743,A62,A73,1,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,1,348,male,single
A12,9,A34,A46,1136,A64,A75,4,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,0,349,male,single
A14,9,A32,A44,1236,A61,A72,1,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,1,350,female,married/previously_married
A12,9,A32,A42,959,A61,A73,1,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,0,351,female,married/previously_married
A14,18,A34,A41,3229,A65,A71,2,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,352,male,single
A11,12,A30,A43,6199,A61,A73,4,A101,2,A122,28,A143,A151,2,A173,1,A192,A201,0,353,male,single
A14,10,A32,A46,727,A63,A75,4,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,1,354,male,single
A12,24,A32,A40,1246,A61,A72,4,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,0,355,male,single
A14,12,A34,A43,2331,A65,A75,1,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,1,356,male,single
A14,36,A33,A43,4463,A61,A73,4,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,0,357,male,single
A14,12,A32,A43,776,A61,A73,4,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,358,male,married/previously_married
A11,30,A32,A42,2406,A61,A74,4,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,0,359,female,married/previously_married
A12,18,A32,A46,1239,A65,A73,4,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,1,360,male,single
A13,12,A32,A43,3399,A65,A75,2,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,1,361,male,single
A13,12,A33,A40,2247,A61,A73,2,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,1,362,female,married/previously_married
A14,6,A32,A42,1766,A61,A73,1,A101,2,A122,21,A143,A151,1,A173,1,A191,A201,1,363,male,married/previously_married
A11,18,A32,A42,2473,A61,A71,4,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,0,364,male,single
A14,12,A32,A49,1542,A61,A74,2,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,1,365,male,single
A14,18,A34,A41,3850,A61,A74,3,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,1,366,male,single
A11,18,A32,A42,3650,A61,A72,1,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,1,367,female,married/previously_married
A11,36,A32,A42,3446,A61,A75,4,A101,2,A123,42,A143,A152,1,A173,2,A191,A201,0,368,male,single
A12,18,A32,A42,3001,A61,A74,2,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,1,369,female,married/previously_married
A14,36,A32,A40,3079,A65,A73,4,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,370,male,single
A14,18,A34,A43,6070,A61,A75,3,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,1,371,male,single
A14,10,A34,A42,2146,A61,A72,1,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,1,372,female,married/previously_married
A14,60,A34,A40,13756,A65,A75,2,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,1,373,male,single
A12,60,A31,A410,14782,A62,A75,3,A101,4,A124,60,A141,A153,2,A174,1,A192,A201,0,374,female,married/previously_married
A11,48,A31,A49,7685,A61,A74,2,A103,4,A123,37,A143,A151,1,A173,1,A191,A201,0,375,female,married/previously_married
A14,18,A33,A43,2320,A61,A71,2,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,1,376,male,married/previously_married
A14,7,A33,A43,846,A65,A75,3,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,1,377,male,single
A12,36,A32,A40,14318,A61,A75,4,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,0,378,male,single
A14,6,A34,A40,362,A62,A73,4,A101,4,A123,52,A143,A152,2,A172,1,A191,A201,1,379,female,married/previously_married
A11,20,A32,A42,2212,A65,A74,4,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,1,380,male,single
A12,18,A32,A41,12976,A61,A71,3,A101,4,A124,38,A143,A153,1,A174,1,A192,A201,0,381,female,married/previously_married
A14,22,A32,A40,1283,A65,A74,4,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,1,382,female,married/previously_married
A13,12,A32,A40,1330,A61,A72,4,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1,383,male,single
A14,30,A33,A49,4272,A62,A73,2,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,1,384,male,single
A14,18,A34,A43,2238,A61,A73,2,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,1,385,female,married/previously_married
A14,18,A32,A43,1126,A65,A72,4,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,1,386,female,married/previously_married
A12,18,A34,A42,7374,A61,A71,4,A101,4,A122,40,A142,A152,2,A174,1,A192,A201,1,387,male,single
A12,15,A34,A49,2326,A63,A73,2,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,1,388,male,single
A14,9,A32,A49,1449,A61,A74,3,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1,389,female,married/previously_married
A14,18,A32,A40,1820,A61,A73,2,A101,2,A122,30,A143,A152,1,A174,1,A192,A201,1,390,male,married/previously_married
A12,12,A32,A42,983,A64,A72,1,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,1,391,female,married/previously_married
A11,36,A32,A40,3249,A61,A74,2,A101,4,A124,39,A141,A153,1,A174,2,A192,A201,1,392,male,single
A11,6,A34,A43,1957,A61,A74,1,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,1,393,female,married/previously_married
A14,9,A34,A42,2406,A61,A71,2,A101,3,A123,31,A143,A152,1,A174,1,A191,A201,1,394,male,single
A12,39,A33,A46,11760,A62,A74,2,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1,395,male,single
A11,12,A32,A42,2578,A61,A71,3,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,1,396,female,married/previously_married
A11,36,A34,A42,2348,A61,A73,3,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,1,397,male,married/previously_married
A12,12,A32,A40,1223,A61,A75,1,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,0,398,male,married/previously_married
A14,24,A34,A43,1516,A64,A73,4,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,1,399,female,married/previously_married
A14,18,A32,A43,1473,A61,A72,3,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,1,400,male,married/previously_married
A12,18,A34,A49,1887,A65,A73,4,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,1,401,male,married/previously_married
A14,24,A33,A49,8648,A61,A72,2,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,0,402,male,single
A14,14,A33,A40,802,A61,A73,4,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,1,403,male,single
A12,18,A33,A40,2899,A65,A75,4,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,1,404,male,single
A12,24,A32,A43,2039,A61,A72,1,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,0,405,male,married/previously_married
A14,24,A34,A41,2197,A65,A74,4,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,1,406,male,single
A11,15,A32,A43,1053,A61,A72,4,A101,2,A121,27,A143,A152,1,A173,1,A191,A202,1,407,male,married/previously_married
A14,24,A32,A43,3235,A63,A75,3,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,1,408,male,married/previously_married
A13,12,A34,A40,939,A63,A74,4,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,0,409,male,married/previously_married
A12,24,A32,A43,1967,A61,A75,4,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1,410,female,married/previously_married
A14,33,A34,A41,7253,A61,A74,3,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,411,male,single
A14,12,A34,A49,2292,A61,A71,4,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,0,412,male,single
A14,10,A32,A40,1597,A63,A73,3,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,1,413,male,single
A11,24,A32,A40,1381,A65,A73,4,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,0,414,female,married/previously_married
A14,36,A34,A41,5842,A61,A75,2,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,1,415,male,single
A11,12,A32,A40,2579,A61,A72,4,A101,1,A121,33,A143,A152,1,A172,2,A191,A201,0,416,male,single
A11,18,A33,A46,8471,A65,A73,1,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,1,417,female,married/previously_married
A14,21,A32,A40,2782,A63,A74,1,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,1,418,female,married/previously_married
A12,18,A32,A40,1042,A65,A73,4,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,0,419,female,married/previously_married
A14,15,A32,A40,3186,A64,A74,2,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,1,420,female,married/previously_married
A12,12,A32,A41,2028,A65,A73,4,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1,421,male,single
A12,12,A34,A40,958,A61,A74,2,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,1,422,male,single
A14,21,A33,A42,1591,A62,A74,4,A101,3,A121,34,A143,A152,2,A174,1,A191,A201,1,423,male,single
A12,12,A32,A42,2762,A65,A75,1,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,0,424,female,married/previously_married
A12,18,A32,A41,2779,A61,A73,1,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,1,425,male,married/previously_married
A14,28,A34,A43,2743,A61,A75,4,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,1,426,male,single
A14,18,A34,A43,1149,A64,A73,4,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,1,427,male,single
A14,9,A32,A42,1313,A61,A75,1,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1,428,male,single
A11,18,A34,A45,1190,A61,A71,2,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,0,429,female,married/previously_married
A14,5,A32,A49,3448,A61,A74,1,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,1,430,male,single
A12,24,A32,A410,11328,A61,A73,2,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,0,431,male,single
A11,6,A34,A42,1872,A61,A71,4,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1,432,male,single
A14,24,A34,A45,2058,A61,A73,4,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,1,433,male,married/previously_married
A11,9,A32,A42,2136,A61,A73,3,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1,434,male,single
A12,12,A32,A43,1484,A65,A73,2,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,0,435,male,married/previously_married
A14,6,A32,A45,660,A63,A74,2,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,436,male,married/previously_married
A14,24,A34,A40,1287,A64,A75,4,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,1,437,female,married/previously_married
A11,42,A34,A45,3394,A61,A71,4,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,1,438,male,single
A13,12,A31,A49,609,A61,A72,4,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,0,439,female,married/previously_married
A14,12,A32,A40,1884,A61,A75,4,A101,4,A123,39,A143,A152,1,A174,1,A192,A201,1,440,male,single
A11,12,A32,A42,1620,A61,A73,2,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,1,441,female,married/previously_married
A12,20,A33,A410,2629,A61,A73,2,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,1,442,male,single
A14,12,A32,A46,719,A61,A75,4,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,0,443,male,single
A12,48,A34,A42,5096,A61,A73,2,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,0,444,female,married/previously_married
A14,9,A34,A46,1244,A65,A75,4,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,1,445,female,married/previously_married
A11,36,A32,A40,1842,A61,A72,4,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,0,446,female,married/previously_married
A12,7,A32,A43,2576,A61,A73,2,A103,2,A121,35,A143,A152,1,A173,1,A191,A201,1,447,male,single
A13,12,A32,A42,1424,A65,A75,3,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,1,448,female,married/previously_married
A12,15,A33,A45,1512,A64,A73,3,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,0,449,male,married/previously_married
A14,36,A34,A41,11054,A65,A73,4,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,1,450,male,single
A14,6,A32,A43,518,A61,A73,3,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,1,451,female,married/previously_married
