id,V1_sex,V4_area_origin,V6_province,V8_age,V9_age_at_program_end,V11_criminal_record,V12_n_criminal_record,V13_n_crime_cat,V15_main_crime_cat,V16_violent_crime,V17_crime_classification,V19_committed_crime,V20_n_juvenile_records,V21_n_crime,V23_territory_of_execution,V24_finished_program,V26_finished_measure_grouped,V27_program_duration_cat,V28_days_from_crime_to_program,V29_program_duration,V115_RECID2015_recid,V10_date_of_birth_year,V10_date_of_birth_month,V22_main_crime_date_year,V22_main_crime_date_month,V30_program_start_year,V30_program_start_month,V31_program_end_month
1430,male,Spain,Lleida,15,17,1,5+,1,Against Property,1,1,Robatori amb violència o intimidació,6.0,1,Lleida,Internament en centre,Internment,>1 year,78.0,401,0,1993,2,2009,2,2009,5,6
2933,male,Spain,Barcelona,15,18,1,1-2,2,Against Property,1,1,Robatori amb violència o intimidació,1.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,511.0,479,0,1992,1,2007,10,2009,3,6
1182,female,Spain,Barcelona,14,18,1,1-2,2,Against Property,1,1,Robatori amb violència o intimidació,1.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,798.0,593,0,1992,3,2006,10,2008,12,8
2126,male,Other,Barcelona,15,18,1,1-2,3+,Against Property,1,1,Robatori amb violència o intimidació,1.0,4,Barcelona,Llibertat vigilada,Probation,>1 year,471.0,484,0,1992,3,2008,3,2009,6,10
1687,male,Spain,Barcelona,17,19,1,1-2,1,Against Property,1,1,Robatori amb violència o intimidació,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,568.0,119,0,1991,3,2008,10,2010,5,9
4663,male,Spain,Barcelona,16,18,1,1-2,1,Against Property,1,1,Robatori amb violència o intimidació,2.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,584.0,179,0,1991,12,2008,10,2010,5,11
105,male,Spain,Lleida,16,19,1,1-2,3+,Against Property,1,1,Robatori amb violència o intimidació,2.0,3,Lleida,Llibertat vigilada,Probation,6 months < 1 year,1076.0,269,0,1990,8,2006,12,2009,11,8
4334,female,Spain,Barcelona,16,18,1,1-2,1,Against Property,1,1,Robatori amb violència o intimidació,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,713.0,168,0,1991,5,2007,9,2009,8,2
1502,female,Spain,Lleida,14,17,1,3-5,1,Against Property,1,1,Robatori amb violència o intimidació,3.0,1,Lleida,Llibertat vigilada,Probation,>1 year,205.0,646,0,1993,5,2008,4,2008,11,8
4664,male,Latin America,Barcelona,14,17,1,3-5,3+,Against Property,1,1,Robatori amb violència o intimidació,3.0,4,Barcelona,Llibertat vigilada,Probation,>1 year,335.0,622,0,1992,11,2007,10,2008,9,6
128,male,Latin America,Girona,15,19,1,1-2,3+,Against Property,1,1,Robatori amb intimidació,1.0,4,Girona,Llibertat vigilada,Probation,>1 year,558.0,760,0,1990,12,2006,7,2008,2,3
2902,male,Spain,Barcelona,17,19,1,1-2,1,Against Property,1,1,Robatori amb intimidació,1.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,362.0,463,0,1991,4,2008,4,2009,4,7
4805,male,Spain,Lleida,17,19,1,1-2,2,Against Property,1,1,Robatori amb intimidació,2.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,450.0,208,0,1991,2,2008,12,2010,3,10
2462,male,Latin America,Barcelona,17,18,1,1-2,1,Against Property,1,1,Robatori amb intimidació,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,178.0,113,0,1992,10,2010,1,2010,7,11
2906,male,Maghreb,Barcelona,16,18,1,3-5,1,Against Property,1,1,Robatori amb intimidació,3.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,490.0,236,1,1992,2,2008,9,2010,1,9
1119,female,Spain,Barcelona,17,19,1,1-2,1,Against Property,1,1,Robatori amb intimidació,1.0,1,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,660.0,95,0,1990,8,2008,5,2010,3,6
2983,male,Latin America,Barcelona,17,17,1,1-2,1,Against Property,1,1,Robatori amb intimidació,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,41.0,0,0,1992,12,2010,5,2010,7,7
939,male,Spain,Girona,16,18,1,5+,2,Against Property,1,1,Robatori amb intimidació,21.0,2,Girona,Realització de tasques socioeducatives,Other,>1 year,491.0,399,1,1991,7,2008,2,2009,6,7
1195,female,Europe,Lleida,15,18,1,1-2,1,Against Property,0,1,Robatori i robatori amb força en les coses,1.0,1,Lleida,Llibertat vigilada,Probation,>1 year,448.0,633,0,1991,8,2007,7,2008,10,7
616,male,Spain,Girona,17,21,1,1-2,2,Against Property,0,1,Robatori i robatori amb força en les coses,1.0,2,Girona,Llibertat vigilada,Probation,>1 year,846.0,402,0,1989,1,2006,9,2009,1,3
2808,male,Spain,Barcelona,17,19,1,1-2,1,Against Property,0,1,Robatori i robatori amb força en les coses,2.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,447.0,181,0,1991,2,2009,1,2010,4,10
3899,male,Spain,Barcelona,16,18,1,1-2,1,Against Property,0,1,Robatori i robatori amb força en les coses,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,643.0,179,0,1992,1,2008,8,2010,6,11
4644,male,Spain,Barcelona,17,19,1,1-2,1,Against Property,0,1,Robatori i robatori amb força en les coses,1.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,399.0,209,0,1990,11,2008,9,2009,11,5
2017,male,Spain,Girona,16,17,1,1-2,1,Against Property,0,1,Robatori i robatori amb força en les coses,2.0,1,Girona,Llibertat vigilada,Probation,<6 months,454.0,136,1,1992,9,2008,12,2010,3,7
1595,male,Spain,Barcelona,17,19,1,1-2,2,Against Property,0,1,Robatori i robatori amb força en les coses,1.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,412.0,362,0,1990,7,2008,3,2009,5,5
4490,male,Spain,Barcelona,16,18,1,1-2,1,Against Property,0,1,Robatori i robatori amb força en les coses,1.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,407.0,359,0,1991,10,2008,8,2009,9,9
4249,female,Latin America,Barcelona,16,18,1,1-2,2,Against Property,0,1,Robatori i robatori amb força en les coses,2.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,282.0,467,0,1992,2,2008,5,2009,2,6
2399,male,Spain,Barcelona,16,20,1,3-5,1,Against Property,0,1,Robatori i robatori amb força en les coses,5.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,444.0,694,0,1990,5,2007,5,2008,7,6
1801,female,Latin America,Girona,16,20,1,5+,3+,Against Property,0,1,Robatori i robatori amb força en les coses,8.0,3,Girona,Llibertat vigilada,Probation,>1 year,859.0,565,0,1989,11,2006,2,2008,7,1
4783,male,Latin America,Barcelona,17,17,1,3-5,1,Against Property,0,1,Robatori i robatori amb força en les coses,3.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,74.0,0,1,1992,10,2010,1,2010,3,3
2006,male,Spain,Barcelona,17,20,1,1-2,1,Against Property,0,0,Furt,1.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,1067.0,182,0,1990,4,2007,7,2010,6,12
2802,male,Spain,Barcelona,17,19,1,1-2,1,Against Property,0,0,Furt,2.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,340.0,599,0,1991,1,2008,3,2009,2,10
1226,female,Spain,Tarragona,17,19,1,1-2,1,Against Property,0,1,Furt,2.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,503.0,179,0,1991,3,2008,9,2010,1,7
368,male,Europe,Girona,16,19,1,1-2,2,Against Property,0,0,Furt,2.0,2,Girona,Llibertat vigilada,Probation,>1 year,319.0,719,0,1991,2,2008,2,2008,12,12
4705,male,Latin America,Barcelona,17,20,1,1-2,1,Against Property,0,1,Furt,1.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,906.0,358,0,1989,4,2006,10,2009,3,3
1677,female,Latin America,Barcelona,16,18,1,1-2,1,Against Property,0,0,Furt,2.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,370.0,329,0,1991,9,2008,3,2009,3,2
258,male,Spain,Barcelona,17,21,1,3-5,1,Against Property,0,0,Furt,4.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,1067.0,178,0,1989,9,2007,7,2010,6,12
2049,male,Spain,Girona,16,19,1,3-5,1,Against Property,0,1,Furt,3.0,1,Girona,Llibertat vigilada,Probation,6 months < 1 year,830.0,220,0,1990,11,2007,8,2009,11,7
4012,male,Spain,Barcelona,15,15,1,1-2,1,Against Property,0,0,Furt,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,36.0,19,0,1995,3,2010,10,2010,11,12
169,female,Spain,Barcelona,15,15,1,1-2,1,Against Property,0,0,Furt,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,92.0,0,0,1994,4,2009,12,2010,3,3
445,male,Spain,Girona,17,17,1,1-2,1,Against Property,0,1,Furt,2.0,1,Girona,Assessorament tècnic menors,ATM,<6 months,55.0,0,0,1993,1,2010,6,2010,8,8
510,male,Spain,Barcelona,15,17,1,1-2,3+,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,1.0,3,Barcelona,Llibertat vigilada,Probation,<6 months,503.0,179,0,1993,6,2009,1,2010,5,11
896,male,Spain,Lleida,15,17,1,1-2,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,1.0,1,Lleida,Llibertat vigilada,Probation,6 months < 1 year,481.0,298,0,1992,9,2008,6,2009,10,8
2474,female,Spain,Barcelona,16,20,1,1-2,2,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,1.0,2,Barcelona,Llibertat vigilada,Probation,>1 year,774.0,385,0,1990,7,2007,5,2009,7,7
3067,male,Spain,Barcelona,15,18,1,3-5,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,5.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,458.0,782,0,1991,12,2007,4,2008,7,9
2643,male,Maghreb,Barcelona,15,19,1,3-5,1,Against Property,0,1,Robatori i furt d'ús de vehicle a motor,3.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,1033.0,363,0,1991,9,2007,3,2009,12,12
806,male,Spain,Girona,15,17,1,1-2,3+,Other,0,1,Contra l'administració de justícia,2.0,3,Girona,Llibertat vigilada,Probation,>1 year,388.0,410,0,1993,3,2008,6,2009,7,9
3646,male,Latin America,Barcelona,17,18,1,1-2,1,Other,0,1,Contra l'administració de justícia,2.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,51.0,47,0,1992,11,2010,9,2010,10,12
2884,male,Spain,Barcelona,17,19,1,1-2,1,Other,0,1,Contra l'honor i la intimitat,2.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,702.0,177,0,1990,11,2008,1,2009,12,6
902,male,Spain,Barcelona,17,19,1,1-2,1,Other,0,1,Contra l'ordre públic i interessos generals,2.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,695.0,178,0,1990,9,2008,4,2010,3,9
4301,male,Spain,Barcelona,17,20,1,1-2,1,Other,0,1,Danys,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,995.0,178,0,1990,2,2007,5,2010,2,8
4788,male,Spain,Barcelona,17,20,1,1-2,1,Other,0,1,Danys,1.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,801.0,271,0,1989,11,2007,10,2009,12,9
2484,male,Spain,Barcelona,16,17,1,1-2,1,Other,0,0,Danys,2.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,129.0,120,0,1992,11,2009,11,2010,3,7
807,male,Spain,Lleida,15,16,1,1-2,1,Other,0,1,Trànsit,1.0,1,Lleida,Llibertat vigilada,Probation,6 months < 1 year,279.0,268,0,1994,1,2009,5,2010,2,10
4259,male,Maghreb,Barcelona,17,19,1,1-2,1,Other,0,1,Trànsit,1.0,1,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,503.0,265,0,1990,10,2008,6,2009,10,7
2367,male,Spain,Barcelona,17,19,1,5+,2,Other,0,1,Trànsit,9.0,2,Barcelona,Realització de tasques socioeducatives,Other,6 months < 1 year,463.0,229,0,1990,8,2008,7,2009,10,6
61,male,Maghreb,Tarragona,16,19,1,1-2,1,Against Property,1,1,Robatori amb violència o intimidació,1.0,1,Tarragona,Llibertat vigilada,Probation,6 months < 1 year,637.0,360,0,1991,4,2008,1,2009,10,10
1778,male,Spain,Barcelona,17,21,1,1-2,3+,Against People,1,1,Lesions,1.0,3,Barcelona,Internament en centre,Internment,>1 year,681.0,855,0,1988,11,2005,12,2007,10,2
3221,male,Latin America,Barcelona,16,19,1,3-5,1,Against People,1,1,Lesions,4.0,1,Barcelona,Internament en centre,Internment,<6 months,598.0,179,0,1991,6,2008,5,2010,1,7
1061,male,Spain,Barcelona,14,18,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,1137.0,89,0,1992,7,2007,5,2010,7,10
3885,male,Spain,Tarragona,15,17,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,446.0,118,0,1992,8,2008,6,2009,9,1
2256,male,Latin America,Barcelona,15,21,1,1-2,3+,Against People,1,1,Lesions,2.0,3,Barcelona,Llibertat vigilada,Probation,>1 year,824.0,1287,0,1989,8,2005,1,2007,4,10
1833,female,Spain,Girona,16,17,1,1-2,1,Against People,1,0,Lesions,2.0,1,Girona,Llibertat vigilada,Probation,<6 months,378.0,169,0,1992,6,2008,7,2009,8,1
2690,female,Spain,Barcelona,16,18,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,739.0,89,0,1992,1,2008,6,2010,6,9
2929,male,Europe,Barcelona,16,21,1,1-2,3+,Against People,1,1,Lesions,1.0,3,Barcelona,Llibertat vigilada,Probation,>1 year,715.0,1037,0,1989,10,2006,2,2008,2,12
440,male,Maghreb,Barcelona,17,18,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Llibertat vigilada,Probation,<6 months,393.0,118,0,1991,5,2008,11,2009,12,3
1989,male,Latin America,Barcelona,17,19,1,1-2,3+,Against People,1,0,Lesions,2.0,3,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,380.0,329,0,1990,12,2008,2,2009,2,1
3328,male,Latin America,Barcelona,17,19,1,1-2,1,Against People,1,1,Lesions,2.0,1,Barcelona,Llibertat vigilada,Probation,>1 year,157.0,772,0,1990,8,2007,10,2008,3,4
476,male,Spain,Barcelona,17,21,1,3-5,3+,Against People,1,1,Lesions,3.0,6,Barcelona,Llibertat vigilada,Probation,>1 year,346.0,1060,1,1989,1,2006,8,2007,7,6
2243,female,Spain,Barcelona,14,19,1,5+,2,Against People,1,0,Lesions,7.0,2,Barcelona,Llibertat vigilada,Probation,6 months < 1 year,1244.0,360,0,1991,5,2006,3,2009,8,8
249,male,Spain,Girona,15,15,1,1-2,1,Against People,1,0,Lesions,1.0,1,Girona,Mediació i reparació menors,MRM,<6 months,65.0,27,0,1994,11,2010,3,2010,5,6
441,male,Spain,Barcelona,15,16,1,1-2,3+,Against People,1,0,Lesions,1.0,3,Barcelona,Mediació i reparació menors,MRM,<6 months,292.0,68,0,1994,1,2009,8,2010,5,7
1506,male,Spain,Girona,15,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Girona,Mediació i reparació menors,MRM,<6 months,206.0,55,0,1993,11,2009,8,2010,2,4
2042,male,Spain,Barcelona,14,14,1,1-2,2,Against People,1,0,Lesions,1.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,100.0,85,0,1995,8,2010,1,2010,4,7
3268,male,Spain,Barcelona,15,15,1,1-2,1,Against People,1,0,Lesions,2.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,91.0,132,0,1994,3,2009,6,2009,9,1
1845,male,Spain,Girona,15,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Girona,Mediació i reparació menors,MRM,<6 months,79.0,50,0,1993,12,2009,9,2009,12,2
3281,male,Spain,Barcelona,15,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,67.0,37,0,1994,3,2010,3,2010,5,6
369,male,Spain,Girona,15,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Girona,Assessorament tècnic menors,ATM,<6 months,9.0,47,0,1994,7,2010,5,2010,6,7
2096,male,Spain,Barcelona,15,17,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Permanència de cap de setmana en domicili,Other,<6 months,527.0,69,0,1993,1,2008,12,2010,5,7
2144,male,Spain,Girona,14,15,1,1-2,1,Against People,1,0,Lesions,1.0,1,Girona,Realització de tasques socioeducatives,Other,6 months < 1 year,375.0,258,0,1994,9,2008,10,2009,11,7
1201,male,Spain,Tarragona,15,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Tarragona,Permanència de cap de setmana en domicili,Other,<6 months,272.0,90,0,1994,9,2009,9,2010,6,9
3802,male,Spain,Barcelona,15,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,309.0,60,1,1994,2,2009,7,2010,5,7
2755,male,Spain,Barcelona,15,16,1,1-2,3+,Against People,1,1,Lesions,1.0,3,Barcelona,Assessorament tècnic menors,ATM,<6 months,310.0,29,0,1993,9,2009,5,2010,3,4
2710,male,Spain,Barcelona,15,15,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,199.0,28,0,1994,10,2009,11,2010,6,6
2011,female,Spain,Barcelona,14,15,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,72.0,13,0,1995,3,2010,1,2010,4,4
2152,female,Spain,Barcelona,15,16,1,1-2,1,Against People,1,0,Lesions,2.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,163.0,151,0,1993,12,2009,11,2010,4,9
2624,female,Spain,Barcelona,15,16,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,147.0,177,0,1994,2,2009,5,2009,10,4
4123,female,Spain,Barcelona,14,15,1,1-2,3+,Against People,1,0,Lesions,1.0,5,Barcelona,Mediació i reparació menors,MRM,<6 months,111.0,150,0,1995,3,2009,9,2010,1,6
2169,female,Spain,Girona,15,16,1,1-2,3+,Against People,1,0,Lesions,1.0,3,Girona,Realització de tasques socioeducatives,Other,6 months < 1 year,363.0,315,0,1993,9,2008,10,2009,10,8
3113,female,Spain,Barcelona,14,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Permanència de cap de setmana en domicili,Other,<6 months,609.0,48,0,1993,9,2008,7,2010,3,5
3892,female,Spain,Barcelona,14,22,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,>1 year,851.0,1758,0,1988,11,2003,10,2006,2,12
4813,female,Spain,Barcelona,15,18,1,1-2,1,Against People,1,0,Lesions,2.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,952.0,71,0,1991,9,2007,9,2010,4,6
1964,female,Spain,Barcelona,15,22,1,1-2,2,Against People,1,0,Lesions,2.0,2,Barcelona,Prestacions en benefici de la comunitat,Community Service,>1 year,922.0,1663,0,1988,3,2003,10,2006,4,11
3505,female,Spain,Barcelona,15,15,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,83.0,28,0,1995,5,2010,7,2010,9,10
3796,female,Spain,Barcelona,15,15,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,145.0,25,0,1994,6,2009,9,2010,2,3
2564,female,Spain,Barcelona,15,16,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,168.0,16,0,1994,4,2010,1,2010,7,7
1542,male,Maghreb,Girona,14,15,1,1-2,2,Against People,1,0,Lesions,1.0,2,Girona,Mediació i reparació menors,MRM,<6 months,163.0,7,0,1995,7,2010,6,2010,11,11
2650,male,Maghreb,Barcelona,15,15,1,1-2,1,Against People,1,1,Lesions,2.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,53.0,47,0,1994,10,2010,4,2010,6,7
4391,male,Maghreb,Barcelona,15,16,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,179.0,11,0,1994,3,2009,9,2010,3,3
1584,male,Maghreb,Girona,15,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Girona,Realització de tasques socioeducatives,Other,<6 months,308.0,135,1,1993,12,2009,5,2010,3,8
261,female,Maghreb,Girona,14,15,1,1-2,2,Against People,1,0,Lesions,1.0,2,Girona,Mediació i reparació menors,MRM,<6 months,119.0,68,0,1995,5,2010,1,2010,5,7
2972,female,Maghreb,Barcelona,15,15,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,69.0,179,0,1994,2,2009,5,2009,7,1
3339,female,Maghreb,Barcelona,15,16,1,1-2,1,Against People,1,1,Lesions,2.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,244.0,25,0,1993,12,2009,6,2010,2,3
1507,female,Maghreb,Barcelona,14,14,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,192.0,28,0,1995,7,2009,9,2010,3,4
2283,male,Latin America,Barcelona,15,15,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,119.0,24,1,1994,9,2009,10,2010,2,3
3962,male,Latin America,Barcelona,15,16,1,1-2,2,Against People,1,1,Lesions,2.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,78.0,112,0,1993,9,2009,9,2009,11,3
4485,male,Latin America,Barcelona,15,16,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,270.0,3,0,1993,10,2009,5,2010,2,2
3464,male,Latin America,Barcelona,15,17,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,6 months < 1 year,307.0,295,0,1992,10,2008,5,2009,4,1
3004,female,Latin America,Barcelona,15,16,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,146.0,130,0,1993,7,2009,5,2009,10,3
728,male,Spain,Lleida,16,18,1,1-2,1,Against People,1,0,Lesions,1.0,1,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,729.0,121,0,1992,3,2008,7,2010,7,11
3,male,Spain,Tarragona,17,18,1,1-2,1,Against People,1,1,Lesions,1.0,1,Tarragona,Mediació i reparació menors,MRM,6 months < 1 year,80.0,189,0,1992,2,2009,12,2010,3,9
1791,male,Spain,Girona,16,16,1,1-2,1,Against People,1,0,Lesions,1.0,1,Girona,Mediació i reparació menors,MRM,<6 months,154.0,35,0,1994,2,2010,4,2010,9,10
2082,male,Spain,Girona,16,17,1,1-2,1,Against People,1,1,Lesions,2.0,1,Girona,Mediació i reparació menors,MRM,<6 months,165.0,149,0,1993,7,2009,11,2010,5,9
695,male,Spain,Barcelona,17,17,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,61.0,124,0,1992,10,2010,1,2010,3,7
1225,male,Spain,Lleida,16,17,1,1-2,1,Against People,1,0,Lesions,1.0,1,Lleida,Mediació i reparació menors,MRM,6 months < 1 year,131.0,248,0,1992,8,2009,7,2009,11,7
2053,male,Spain,Barcelona,17,17,1,1-2,1,Against People,1,1,Lesions,2.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,33.0,122,0,1993,4,2010,5,2010,6,10
2178,male,Spain,Barcelona,17,17,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,106.0,84,0,1992,6,2009,9,2010,1,4
3114,male,Spain,Barcelona,16,17,1,1-2,2,Against People,1,0,Lesions,1.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,150.0,89,0,1992,11,2009,7,2009,12,3
4652,male,Spain,Barcelona,16,17,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,134.0,63,0,1992,11,2009,10,2010,3,5
4719,male,Spain,Barcelona,17,19,1,1-2,2,Against People,1,1,Lesions,2.0,2,Barcelona,Mediació i reparació menors,MRM,<6 months,355.0,118,0,1991,3,2009,1,2010,1,5
2167,male,Spain,Barcelona,17,18,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Mediació i reparació menors,MRM,<6 months,99.0,114,0,1991,7,2009,6,2009,10,1
3474,male,Spain,Barcelona,16,17,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,168.0,21,0,1993,5,2010,5,2010,10,11
4660,male,Spain,Barcelona,17,18,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,73.0,7,0,1992,6,2010,5,2010,7,7
4520,male,Spain,Barcelona,17,19,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,428.0,24,0,1991,1,2008,12,2010,2,3
1517,male,Spain,Tarragona,16,16,1,1-2,1,Against People,1,1,Lesions,2.0,1,Tarragona,Assessorament tècnic menors,ATM,<6 months,242.0,7,0,1993,5,2009,9,2010,5,5
4312,male,Spain,Barcelona,17,18,1,1-2,3+,Against People,1,1,Lesions,1.0,3,Barcelona,Assessorament tècnic menors,ATM,<6 months,310.0,6,0,1991,7,2009,5,2010,3,3
4729,male,Spain,Lleida,17,17,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Assessorament tècnic menors,ATM,<6 months,120.0,44,0,1992,11,2009,12,2010,4,6
3781,male,Spain,Barcelona,17,17,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Assessorament tècnic menors,ATM,<6 months,80.0,22,0,1993,4,2010,8,2010,11,12
3346,male,Spain,Barcelona,16,18,1,1-2,2,Against People,1,1,Lesions,1.0,2,Barcelona,Règim d'internament en llibertat vigilada,Other,>1 year,324.0,576,0,1991,11,2008,3,2009,2,9
509,male,Spain,Barcelona,17,18,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Permanència de cap de setmana en domicili,Other,<6 months,568.0,15,1,1991,8,2008,12,2010,6,7
1371,male,Spain,Girona,17,18,1,1-2,2,Against People,1,0,Lesions,1.0,2,Girona,Realització de tasques socioeducatives,Other,<6 months,393.0,132,0,1992,4,2009,6,2010,7,11
1893,male,Spain,Girona,17,18,1,1-2,2,Against People,1,1,Lesions,2.0,2,Girona,Realització de tasques socioeducatives,Other,<6 months,533.0,87,0,1991,6,2008,8,2010,2,5
1492,male,Spain,Barcelona,17,19,1,1-2,1,Against People,1,0,Lesions,1.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,<6 months,875.0,153,0,1990,10,2007,12,2010,5,10
112,male,Spain,Lleida,17,19,1,1-2,1,Against People,1,0,Lesions,1.0,1,Lleida,Prestacions en benefici de la comunitat,Community Service,<6 months,550.0,85,0,1990,10,2008,8,2010,3,5
465,male,Spain,Girona,17,20,1,1-2,1,Against People,1,1,Lesions,1.0,1,Girona,Prestacions en benefici de la comunitat,Community Service,<6 months,821.0,44,0,1990,5,2008,2,2010,5,7
1993,male,Spain,Barcelona,16,19,1,1-2,1,Against People,1,1,Lesions,1.0,1,Barcelona,Prestacions en benefici de la comunitat,Community Service,6 months < 1 year,873.0,224,0,1990,3,2007,2,2009,7,3
